ID	MaxK	K	Q	Kclust	Notes	Analysis_Dataset	Group	IDNumber	Species	Species_Latin	Shape	Country	Sex	MeanCoverage	MedianCoverage	Plumage	CanorusDiverged	PlumageColor	Longitude	Latitude	Source	Isolate	Sampling_Date	SRA_Biosample	SRA_Runs	Aligned_Reads_Million	Sequencing_Output_Gb	Aligned_Gb	Aligned_Gb_Percent	IDtree
442_CC_UNK_RUS_F	4	K2	0.99997	K4		C	CG	442	CC	C. canorus	21	RUS	FALSE	7.44	6	grey	NA	#000000	47.56166667	43.59527778	Toepad	SG0838	NA	NA	NA	143.101106	21.91844	9.479302089	0.4324806916	442_CC_UNK_RUS_F
442_CC_UNK_RUS_F	4	K3	1e-05	K4		C	CG	442	CC	C. canorus	21	RUS	FALSE	7.44	6	grey	NA	#000000	47.56166667	43.59527778	Toepad	SG0838	NA	NA	NA	143.101106	21.91844	9.479302089	0.4324806916	442_CC_UNK_RUS_F
442_CC_UNK_RUS_F	4	K4	1e-05	K4		C	CG	442	CC	C. canorus	21	RUS	FALSE	7.44	6	grey	NA	#000000	47.56166667	43.59527778	Toepad	SG0838	NA	NA	NA	143.101106	21.91844	9.479302089	0.4324806916	442_CC_UNK_RUS_F
435_CC_UNK_UKR_F	4	K1	1e-05	K4		C	CG	435	CC	C. canorus	21	UKR	FALSE	7.81	7	grey	NA	#000000	34.6	44.76666667	Toepad	SG0831	NA	NA	NA	110.880604	16.84305	9.956599492	0.5911399356	435_CC_UNK_UKR_F
435_CC_UNK_UKR_F	4	K2	0.681983	K4		C	CG	435	CC	C. canorus	21	UKR	FALSE	7.81	7	grey	NA	#000000	34.6	44.76666667	Toepad	SG0831	NA	NA	NA	110.880604	16.84305	9.956599492	0.5911399356	435_CC_UNK_UKR_F
435_CC_UNK_UKR_F	4	K3	0.317997	K4		C	CG	435	CC	C. canorus	21	UKR	FALSE	7.81	7	grey	NA	#000000	34.6	44.76666667	Toepad	SG0831	NA	NA	NA	110.880604	16.84305	9.956599492	0.5911399356	435_CC_UNK_UKR_F
435_CC_UNK_UKR_F	4	K4	1e-05	K4		C	CG	435	CC	C. canorus	21	UKR	FALSE	7.81	7	grey	NA	#000000	34.6	44.76666667	Toepad	SG0831	NA	NA	NA	110.880604	16.84305	9.956599492	0.5911399356	435_CC_UNK_UKR_F
432_CC_UNK_IRA_F	4	K1	1e-05	K4		C	CG	432	CC	C. canorus	21	IRA	FALSE	8.05	8	grey	NA	#000000	49.41222222	37.08388889	Toepad	SG0828	NA	NA	NA	149.987052	23.34682	10.35177729	0.443391318	432_CC_UNK_IRA_F
432_CC_UNK_IRA_F	4	K2	0.99997	K4		C	CG	432	CC	C. canorus	21	IRA	FALSE	8.05	8	grey	NA	#000000	49.41222222	37.08388889	Toepad	SG0828	NA	NA	NA	149.987052	23.34682	10.35177729	0.443391318	432_CC_UNK_IRA_F
432_CC_UNK_IRA_F	4	K3	1e-05	K4		C	CG	432	CC	C. canorus	21	IRA	FALSE	8.05	8	grey	NA	#000000	49.41222222	37.08388889	Toepad	SG0828	NA	NA	NA	149.987052	23.34682	10.35177729	0.443391318	432_CC_UNK_IRA_F
432_CC_UNK_IRA_F	4	K4	1e-05	K4		C	CG	432	CC	C. canorus	21	IRA	FALSE	8.05	8	grey	NA	#000000	49.41222222	37.08388889	Toepad	SG0828	NA	NA	NA	149.987052	23.34682	10.35177729	0.443391318	432_CC_UNK_IRA_F
438_CC_UNK_RUS_F	4	K1	1e-05	K4		C	CG	438	CC	C. canorus	21	RUS	FALSE	8.35	8	grey	NA	#000000	43.61888889	43.49805556	Toepad	SG0834	NA	NA	NA	148.601514	23.52463	10.77120869	0.4578694198	438_CC_UNK_RUS_F
438_CC_UNK_RUS_F	4	K2	0.99997	K4		C	CG	438	CC	C. canorus	21	RUS	FALSE	8.35	8	grey	NA	#000000	43.61888889	43.49805556	Toepad	SG0834	NA	NA	NA	148.601514	23.52463	10.77120869	0.4578694198	438_CC_UNK_RUS_F
438_CC_UNK_RUS_F	4	K3	1e-05	K4		C	CG	438	CC	C. canorus	21	RUS	FALSE	8.35	8	grey	NA	#000000	43.61888889	43.49805556	Toepad	SG0834	NA	NA	NA	148.601514	23.52463	10.77120869	0.4578694198	438_CC_UNK_RUS_F
438_CC_UNK_RUS_F	4	K4	1e-05	K4		C	CG	438	CC	C. canorus	21	RUS	FALSE	8.35	8	grey	NA	#000000	43.61888889	43.49805556	Toepad	SG0834	NA	NA	NA	148.601514	23.52463	10.77120869	0.4578694198	438_CC_UNK_RUS_F
444_CC_UNK_MON_F	4	K1	1e-05	K4		C	CG	444	CC	C. canorus	21	MON	FALSE	8.09	8	grey	NA	#000000	28.98916667	46.88444444	Toepad	SG0840	NA	NA	NA	158.49726	24.26028	10.3340814	0.4259671117	444_CC_UNK_MON_F
444_CC_UNK_MON_F	4	K2	0.99997	K4		C	CG	444	CC	C. canorus	21	MON	FALSE	8.09	8	grey	NA	#000000	28.98916667	46.88444444	Toepad	SG0840	NA	NA	NA	158.49726	24.26028	10.3340814	0.4259671117	444_CC_UNK_MON_F
444_CC_UNK_MON_F	4	K3	1e-05	K4		C	CG	444	CC	C. canorus	21	MON	FALSE	8.09	8	grey	NA	#000000	28.98916667	46.88444444	Toepad	SG0840	NA	NA	NA	158.49726	24.26028	10.3340814	0.4259671117	444_CC_UNK_MON_F
444_CC_UNK_MON_F	4	K4	1e-05	K4		C	CG	444	CC	C. canorus	21	MON	FALSE	8.09	8	grey	NA	#000000	28.98916667	46.88444444	Toepad	SG0840	NA	NA	NA	158.49726	24.26028	10.3340814	0.4259671117	444_CC_UNK_MON_F
423_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	423	CC	C. canorus	21	HUN	FALSE	11.47	10	grey	NA	#000000	19.1	47.12	blood	C03648	NA	NA	NA	149.062762	22.56582	21.75998264	0.9642894714	423_CC_GRW_HUN_F
423_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	423	CC	C. canorus	21	HUN	FALSE	11.47	10	grey	NA	#000000	19.1	47.12	blood	C03648	NA	NA	NA	149.062762	22.56582	21.75998264	0.9642894714	423_CC_GRW_HUN_F
423_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	423	CC	C. canorus	21	HUN	FALSE	11.47	10	grey	NA	#000000	19.1	47.12	blood	C03648	NA	NA	NA	149.062762	22.56582	21.75998264	0.9642894714	423_CC_GRW_HUN_F
423_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	423	CC	C. canorus	21	HUN	FALSE	11.47	10	grey	NA	#000000	19.1	47.12	blood	C03648	NA	NA	NA	149.062762	22.56582	21.75998264	0.9642894714	423_CC_GRW_HUN_F
419_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	419	CC	C. canorus	21	HUN	FALSE	13.64	13	grey	NA	#000000	19.1	47.12	blood	C03421	NA	NA	NA	195.51252	29.49827	27.98775855	0.9487932191	419_CC_GRW_HUN_F
419_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	419	CC	C. canorus	21	HUN	FALSE	13.64	13	grey	NA	#000000	19.1	47.12	blood	C03421	NA	NA	NA	195.51252	29.49827	27.98775855	0.9487932191	419_CC_GRW_HUN_F
419_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	419	CC	C. canorus	21	HUN	FALSE	13.64	13	grey	NA	#000000	19.1	47.12	blood	C03421	NA	NA	NA	195.51252	29.49827	27.98775855	0.9487932191	419_CC_GRW_HUN_F
419_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	419	CC	C. canorus	21	HUN	FALSE	13.64	13	grey	NA	#000000	19.1	47.12	blood	C03421	NA	NA	NA	195.51252	29.49827	27.98775855	0.9487932191	419_CC_GRW_HUN_F
427_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	427	CC	C. canorus	21	HUN	FALSE	8.27	7	grey	NA	#000000	19.1	47.12	blood	LM02018	NA	NA	NA	115.671546	17.52426	16.77433346	0.957206379	427_CC_GRW_HUN_F
427_CC_GRW_HUN_F	4	K2	0.217111	K4		A	CG	427	CC	C. canorus	21	HUN	FALSE	8.27	7	grey	NA	#000000	19.1	47.12	blood	LM02018	NA	NA	NA	115.671546	17.52426	16.77433346	0.957206379	427_CC_GRW_HUN_F
427_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	427	CC	C. canorus	21	HUN	FALSE	8.27	7	grey	NA	#000000	19.1	47.12	blood	LM02018	NA	NA	NA	115.671546	17.52426	16.77433346	0.957206379	427_CC_GRW_HUN_F
427_CC_GRW_HUN_F	4	K4	0.782869	K4		A	CG	427	CC	C. canorus	21	HUN	FALSE	8.27	7	grey	NA	#000000	19.1	47.12	blood	LM02018	NA	NA	NA	115.671546	17.52426	16.77433346	0.957206379	427_CC_GRW_HUN_F
420_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	420	CC	C. canorus	21	HUN	FALSE	7.36	6	grey	NA	#000000	19.1	47.12	blood	C03424	NA	NA	NA	107.185798	16.17185	15.32126086	0.9474031023	420_CC_GRW_HUN_F
420_CC_GRW_HUN_F	4	K2	0.99997	K4		A	CG	420	CC	C. canorus	21	HUN	FALSE	7.36	6	grey	NA	#000000	19.1	47.12	blood	C03424	NA	NA	NA	107.185798	16.17185	15.32126086	0.9474031023	420_CC_GRW_HUN_F
420_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	420	CC	C. canorus	21	HUN	FALSE	7.36	6	grey	NA	#000000	19.1	47.12	blood	C03424	NA	NA	NA	107.185798	16.17185	15.32126086	0.9474031023	420_CC_GRW_HUN_F
420_CC_GRW_HUN_F	4	K4	1e-05	K4		A	CG	420	CC	C. canorus	21	HUN	FALSE	7.36	6	grey	NA	#000000	19.1	47.12	blood	C03424	NA	NA	NA	107.185798	16.17185	15.32126086	0.9474031023	420_CC_GRW_HUN_F
418_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	418	CC	C. canorus	21	HUN	FALSE	8.76	8	grey	NA	#000000	19.1	47.12	blood	C03413	NA	NA	NA	134.331772	20.25903	18.93569391	0.9346791979	418_CC_GRW_HUN_F
418_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	418	CC	C. canorus	21	HUN	FALSE	8.76	8	grey	NA	#000000	19.1	47.12	blood	C03413	NA	NA	NA	134.331772	20.25903	18.93569391	0.9346791979	418_CC_GRW_HUN_F
418_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	418	CC	C. canorus	21	HUN	FALSE	8.76	8	grey	NA	#000000	19.1	47.12	blood	C03413	NA	NA	NA	134.331772	20.25903	18.93569391	0.9346791979	418_CC_GRW_HUN_F
418_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	418	CC	C. canorus	21	HUN	FALSE	8.76	8	grey	NA	#000000	19.1	47.12	blood	C03413	NA	NA	NA	134.331772	20.25903	18.93569391	0.9346791979	418_CC_GRW_HUN_F
422_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	422	CC	C. canorus	21	HUN	FALSE	7.32	6	grey	NA	#000000	19.1	47.12	blood	C03634	NA	NA	NA	109.104676	16.45238	15.67559854	0.9527860735	422_CC_GRW_HUN_F
422_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	422	CC	C. canorus	21	HUN	FALSE	7.32	6	grey	NA	#000000	19.1	47.12	blood	C03634	NA	NA	NA	109.104676	16.45238	15.67559854	0.9527860735	422_CC_GRW_HUN_F
422_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	422	CC	C. canorus	21	HUN	FALSE	7.32	6	grey	NA	#000000	19.1	47.12	blood	C03634	NA	NA	NA	109.104676	16.45238	15.67559854	0.9527860735	422_CC_GRW_HUN_F
422_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	422	CC	C. canorus	21	HUN	FALSE	7.32	6	grey	NA	#000000	19.1	47.12	blood	C03634	NA	NA	NA	109.104676	16.45238	15.67559854	0.9527860735	422_CC_GRW_HUN_F
429_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	429	CC	C. canorus	21	HUN	FALSE	8.21	7	grey	NA	#000000	19.1	47.12	blood	LM02042	NA	NA	NA	109.16003	16.56194	15.95739512	0.9634979429	429_CC_GRW_HUN_F
429_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	429	CC	C. canorus	21	HUN	FALSE	8.21	7	grey	NA	#000000	19.1	47.12	blood	LM02042	NA	NA	NA	109.16003	16.56194	15.95739512	0.9634979429	429_CC_GRW_HUN_F
429_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	429	CC	C. canorus	21	HUN	FALSE	8.21	7	grey	NA	#000000	19.1	47.12	blood	LM02042	NA	NA	NA	109.16003	16.56194	15.95739512	0.9634979429	429_CC_GRW_HUN_F
429_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	429	CC	C. canorus	21	HUN	FALSE	8.21	7	grey	NA	#000000	19.1	47.12	blood	LM02042	NA	NA	NA	109.16003	16.56194	15.95739512	0.9634979429	429_CC_GRW_HUN_F
421_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	421	CC	C. canorus	21	HUN	FALSE	7.48	6	grey	NA	#000000	19.1	47.12	blood	C03626	NA	NA	NA	104.712942	15.81271	15.19327761	0.9608269304	421_CC_GRW_HUN_F
421_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	421	CC	C. canorus	21	HUN	FALSE	7.48	6	grey	NA	#000000	19.1	47.12	blood	C03626	NA	NA	NA	104.712942	15.81271	15.19327761	0.9608269304	421_CC_GRW_HUN_F
421_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	421	CC	C. canorus	21	HUN	FALSE	7.48	6	grey	NA	#000000	19.1	47.12	blood	C03626	NA	NA	NA	104.712942	15.81271	15.19327761	0.9608269304	421_CC_GRW_HUN_F
421_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	421	CC	C. canorus	21	HUN	FALSE	7.48	6	grey	NA	#000000	19.1	47.12	blood	C03626	NA	NA	NA	104.712942	15.81271	15.19327761	0.9608269304	421_CC_GRW_HUN_F
424_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	424	CC	C. canorus	21	HUN	FALSE	7.28	6	grey	NA	#000000	19.1	47.12	blood	C03649	NA	NA	NA	102.641084	15.51591	15.08718875	0.9723689265	424_CC_GRW_HUN_F
424_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	424	CC	C. canorus	21	HUN	FALSE	7.28	6	grey	NA	#000000	19.1	47.12	blood	C03649	NA	NA	NA	102.641084	15.51591	15.08718875	0.9723689265	424_CC_GRW_HUN_F
424_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	424	CC	C. canorus	21	HUN	FALSE	7.28	6	grey	NA	#000000	19.1	47.12	blood	C03649	NA	NA	NA	102.641084	15.51591	15.08718875	0.9723689265	424_CC_GRW_HUN_F
424_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	424	CC	C. canorus	21	HUN	FALSE	7.28	6	grey	NA	#000000	19.1	47.12	blood	C03649	NA	NA	NA	102.641084	15.51591	15.08718875	0.9723689265	424_CC_GRW_HUN_F
417_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	417	CC	C. canorus	21	HUN	FALSE	7.84	7	grey	NA	#000000	19.1	47.12	blood	C03403	NA	NA	NA	107.482208	16.25967	15.78618731	0.9708799324	417_CC_GRW_HUN_F
417_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	417	CC	C. canorus	21	HUN	FALSE	7.84	7	grey	NA	#000000	19.1	47.12	blood	C03403	NA	NA	NA	107.482208	16.25967	15.78618731	0.9708799324	417_CC_GRW_HUN_F
417_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	417	CC	C. canorus	21	HUN	FALSE	7.84	7	grey	NA	#000000	19.1	47.12	blood	C03403	NA	NA	NA	107.482208	16.25967	15.78618731	0.9708799324	417_CC_GRW_HUN_F
417_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	417	CC	C. canorus	21	HUN	FALSE	7.84	7	grey	NA	#000000	19.1	47.12	blood	C03403	NA	NA	NA	107.482208	16.25967	15.78618731	0.9708799324	417_CC_GRW_HUN_F
428_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	428	CC	C. canorus	21	HUN	FALSE	7.97	7	grey	NA	#000000	19.1	47.12	blood	LM02036	NA	NA	NA	98.116134	14.90172	14.355711	0.9633593303	428_CC_GRW_HUN_F
428_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	428	CC	C. canorus	21	HUN	FALSE	7.97	7	grey	NA	#000000	19.1	47.12	blood	LM02036	NA	NA	NA	98.116134	14.90172	14.355711	0.9633593303	428_CC_GRW_HUN_F
428_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	428	CC	C. canorus	21	HUN	FALSE	7.97	7	grey	NA	#000000	19.1	47.12	blood	LM02036	NA	NA	NA	98.116134	14.90172	14.355711	0.9633593303	428_CC_GRW_HUN_F
428_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	428	CC	C. canorus	21	HUN	FALSE	7.97	7	grey	NA	#000000	19.1	47.12	blood	LM02036	NA	NA	NA	98.116134	14.90172	14.355711	0.9633593303	428_CC_GRW_HUN_F
430_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	430	CC	C. canorus	21	HUN	FALSE	9.89	9	grey	NA	#000000	19.1	47.12	blood	LM02043	NA	NA	NA	123.522348	18.82584	18.02207155	0.9573050419	430_CC_GRW_HUN_F
430_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	430	CC	C. canorus	21	HUN	FALSE	9.89	9	grey	NA	#000000	19.1	47.12	blood	LM02043	NA	NA	NA	123.522348	18.82584	18.02207155	0.9573050419	430_CC_GRW_HUN_F
430_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	430	CC	C. canorus	21	HUN	FALSE	9.89	9	grey	NA	#000000	19.1	47.12	blood	LM02043	NA	NA	NA	123.522348	18.82584	18.02207155	0.9573050419	430_CC_GRW_HUN_F
430_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	430	CC	C. canorus	21	HUN	FALSE	9.89	9	grey	NA	#000000	19.1	47.12	blood	LM02043	NA	NA	NA	123.522348	18.82584	18.02207155	0.9573050419	430_CC_GRW_HUN_F
426_CC_GRW_HUN_F	4	K1	1e-05	K4		A	CG	426	CC	C. canorus	21	HUN	FALSE	12.39	11	grey	NA	#000000	19.1	47.12	blood	LM02015	NA	NA	NA	178.361372	27.18221	26.0174071	0.9571483371	426_CC_GRW_HUN_F
426_CC_GRW_HUN_F	4	K2	1e-05	K4		A	CG	426	CC	C. canorus	21	HUN	FALSE	12.39	11	grey	NA	#000000	19.1	47.12	blood	LM02015	NA	NA	NA	178.361372	27.18221	26.0174071	0.9571483371	426_CC_GRW_HUN_F
426_CC_GRW_HUN_F	4	K3	1e-05	K4		A	CG	426	CC	C. canorus	21	HUN	FALSE	12.39	11	grey	NA	#000000	19.1	47.12	blood	LM02015	NA	NA	NA	178.361372	27.18221	26.0174071	0.9571483371	426_CC_GRW_HUN_F
426_CC_GRW_HUN_F	4	K4	0.99997	K4		A	CG	426	CC	C. canorus	21	HUN	FALSE	12.39	11	grey	NA	#000000	19.1	47.12	blood	LM02015	NA	NA	NA	178.361372	27.18221	26.0174071	0.9571483371	426_CC_GRW_HUN_F
393_CC_UNK_RUS_F	4	K1	1e-05	K4		B	CG	393	CC	C. canorus	21	RUS	FALSE	7.27	6	grey	NA	#000000	129.8	62	muscle	488	23-May-2018	SAMN18559839	SRR14117676	79.933466	12.05192	11.60083273	0.9625713355	393_CC_UNK_RUS_F
393_CC_UNK_RUS_F	4	K2	1e-05	K4		B	CG	393	CC	C. canorus	21	RUS	FALSE	7.27	6	grey	NA	#000000	129.8	62	muscle	488	23-May-2018	SAMN18559839	SRR14117676	79.933466	12.05192	11.60083273	0.9625713355	393_CC_UNK_RUS_F
393_CC_UNK_RUS_F	4	K3	0.99997	K4		B	CG	393	CC	C. canorus	21	RUS	FALSE	7.27	6	grey	NA	#000000	129.8	62	muscle	488	23-May-2018	SAMN18559839	SRR14117676	79.933466	12.05192	11.60083273	0.9625713355	393_CC_UNK_RUS_F
393_CC_UNK_RUS_F	4	K4	1e-05	K4		B	CG	393	CC	C. canorus	21	RUS	FALSE	7.27	6	grey	NA	#000000	129.8	62	muscle	488	23-May-2018	SAMN18559839	SRR14117676	79.933466	12.05192	11.60083273	0.9625713355	393_CC_UNK_RUS_F
370_CO_PLW_RUS_F	4	K1	0.99997	K4		B	OG	370	CO	C. optatus	24	RUS	FALSE	10.26	9	grey	NA	#000000	132.7667	44.75	muscle	1264	23-May-2005	SAMN18559816	SRR14117716	103.012224	15.54051	15.24214217	0.980800641	370_CO_PLW_RUS_F
370_CO_PLW_RUS_F	4	K2	1e-05	K4		B	OG	370	CO	C. optatus	24	RUS	FALSE	10.26	9	grey	NA	#000000	132.7667	44.75	muscle	1264	23-May-2005	SAMN18559816	SRR14117716	103.012224	15.54051	15.24214217	0.980800641	370_CO_PLW_RUS_F
370_CO_PLW_RUS_F	4	K3	1e-05	K4		B	OG	370	CO	C. optatus	24	RUS	FALSE	10.26	9	grey	NA	#000000	132.7667	44.75	muscle	1264	23-May-2005	SAMN18559816	SRR14117716	103.012224	15.54051	15.24214217	0.980800641	370_CO_PLW_RUS_F
370_CO_PLW_RUS_F	4	K4	1e-05	K4		B	OG	370	CO	C. optatus	24	RUS	FALSE	10.26	9	grey	NA	#000000	132.7667	44.75	muscle	1264	23-May-2005	SAMN18559816	SRR14117716	103.012224	15.54051	15.24214217	0.980800641	370_CO_PLW_RUS_F
379_CO_PLW_RUS_F	4	K1	0.99997	K4		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	379_CO_PLW_RUS_F
379_CO_PLW_RUS_F	4	K2	1e-05	K4		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	379_CO_PLW_RUS_F
379_CO_PLW_RUS_F	4	K3	1e-05	K4		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	379_CO_PLW_RUS_F
379_CO_PLW_RUS_F	4	K4	1e-05	K4		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	379_CO_PLW_RUS_F
120_CC_UNK_ENG_F	4	K1	1e-05	K4		B	CG	120	CC	C. canorus	21	ENG	FALSE	10.05	9	grey	NA	#000000	-2.495503	53.998013	feather	DA34857	3-Jun-2015	SAMN15783698	SRR12426772	121.583262	21.0543	17.71632284	0.8414586493	120_CC_UNK_ENG_F
120_CC_UNK_ENG_F	4	K2	1e-05	K4		B	CG	120	CC	C. canorus	21	ENG	FALSE	10.05	9	grey	NA	#000000	-2.495503	53.998013	feather	DA34857	3-Jun-2015	SAMN15783698	SRR12426772	121.583262	21.0543	17.71632284	0.8414586493	120_CC_UNK_ENG_F
120_CC_UNK_ENG_F	4	K3	1e-05	K4		B	CG	120	CC	C. canorus	21	ENG	FALSE	10.05	9	grey	NA	#000000	-2.495503	53.998013	feather	DA34857	3-Jun-2015	SAMN15783698	SRR12426772	121.583262	21.0543	17.71632284	0.8414586493	120_CC_UNK_ENG_F
120_CC_UNK_ENG_F	4	K4	0.99997	K4		B	CG	120	CC	C. canorus	21	ENG	FALSE	10.05	9	grey	NA	#000000	-2.495503	53.998013	feather	DA34857	3-Jun-2015	SAMN15783698	SRR12426772	121.583262	21.0543	17.71632284	0.8414586493	120_CC_UNK_ENG_F
380_CO_PLW_RUS_F	4	K1	0.99997	K4		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	380_CO_PLW_RUS_F
380_CO_PLW_RUS_F	4	K2	1e-05	K4		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	380_CO_PLW_RUS_F
380_CO_PLW_RUS_F	4	K3	1e-05	K4		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	380_CO_PLW_RUS_F
380_CO_PLW_RUS_F	4	K4	1e-05	K4		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	380_CO_PLW_RUS_F
283_CC_UNK_RUS_F	4	K1	1e-05	K4		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	283_CC_UNK_RUS_F
283_CC_UNK_RUS_F	4	K2	1e-05	K4		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	283_CC_UNK_RUS_F
283_CC_UNK_RUS_F	4	K3	0.99997	K4		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	283_CC_UNK_RUS_F
283_CC_UNK_RUS_F	4	K4	1e-05	K4		B	CG	283	CC	C. canorus	21	RUS	FALSE	12.71	12	grey	NA	#000000	132.7833	44.75	muscle	652	23-Jun-2004	SAMN18559729	SRR14117547,SRR14117546	135.21748	20.37124	20.05284279	0.9843702588	283_CC_UNK_RUS_F
311_CO_ACW_RUS_F	4	K1	0.99997	K4		B	OG	311	CO	C. optatus	24	RUS	FALSE	9.54	9	grey	NA	#000000	88.96667	62.28333	heart	Co-017.4	1-Apr-2017	SAMN18559757	SRR14117625	96.90954	14.6362	14.27771115	0.9755066991	311_CO_ACW_RUS_F
311_CO_ACW_RUS_F	4	K2	1e-05	K4		B	OG	311	CO	C. optatus	24	RUS	FALSE	9.54	9	grey	NA	#000000	88.96667	62.28333	heart	Co-017.4	1-Apr-2017	SAMN18559757	SRR14117625	96.90954	14.6362	14.27771115	0.9755066991	311_CO_ACW_RUS_F
311_CO_ACW_RUS_F	4	K3	1e-05	K4		B	OG	311	CO	C. optatus	24	RUS	FALSE	9.54	9	grey	NA	#000000	88.96667	62.28333	heart	Co-017.4	1-Apr-2017	SAMN18559757	SRR14117625	96.90954	14.6362	14.27771115	0.9755066991	311_CO_ACW_RUS_F
311_CO_ACW_RUS_F	4	K4	1e-05	K4		B	OG	311	CO	C. optatus	24	RUS	FALSE	9.54	9	grey	NA	#000000	88.96667	62.28333	heart	Co-017.4	1-Apr-2017	SAMN18559757	SRR14117625	96.90954	14.6362	14.27771115	0.9755066991	311_CO_ACW_RUS_F
