IDtree	TreeOrder	ID	MaxK	K	Q	Notes	Analysis_Dataset	Group	IDNumber	Species	Species_Latin	Shape	Country	Sex	MeanCoverage	MedianCoverage	Plumage	CanorusDiverged	PlumageColor	Longitude	Latitude	Source	Isolate	Sampling_Date	SRA_Biosample	SRA_Runs	Aligned_Reads_Million	Sequencing_Output_Gb	Aligned_Gb	Aligned_Gb_Percent	Kclust
379_CO_grey	13	379_CO_PLW_RUS_F	6	K5	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K6
379_CO_grey	13	379_CO_PLW_RUS_F	6	K6	0.99995		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K6
379_CO_grey	13	379_CO_PLW_RUS_F	7	K1	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K7
379_CO_grey	13	379_CO_PLW_RUS_F	7	K2	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K7
379_CO_grey	13	379_CO_PLW_RUS_F	7	K3	0.99994		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K7
379_CO_grey	13	379_CO_PLW_RUS_F	7	K4	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K7
379_CO_grey	13	379_CO_PLW_RUS_F	7	K5	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K7
379_CO_grey	13	379_CO_PLW_RUS_F	7	K6	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K7
379_CO_grey	13	379_CO_PLW_RUS_F	7	K7	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K7
379_CO_grey	13	379_CO_PLW_RUS_F	8	K1	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	8	K2	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	8	K3	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	8	K4	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	8	K5	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	8	K6	0.99993		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	8	K7	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	8	K8	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K8
379_CO_grey	13	379_CO_PLW_RUS_F	9	K1	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K2	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K3	0.456226		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K4	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K5	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K6	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K7	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K8	1e-05		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
379_CO_grey	13	379_CO_PLW_RUS_F	9	K9	0.543704		B	OG	379	CO	C. optatus	24	RUS	FALSE	10.98	10	grey	NA	#000000	141.8667	46.36667	muscle	1078	26-Jun-2003	SAMN18559825	SRR14117581	117.155224	17.68048	17.28667665	0.9777266596	K9
376_CO_grey	14	376_CO_PLW_RUS_F	10	K1	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K3	0.99991		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K4	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K5	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K6	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K7	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K8	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K9	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	10	K10	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K10
376_CO_grey	14	376_CO_PLW_RUS_F	2	K1	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K2
376_CO_grey	14	376_CO_PLW_RUS_F	2	K2	0.99999		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K2
376_CO_grey	14	376_CO_PLW_RUS_F	3	K1	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K3
376_CO_grey	14	376_CO_PLW_RUS_F	3	K2	0.99998		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K3
376_CO_grey	14	376_CO_PLW_RUS_F	3	K3	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K3
376_CO_grey	14	376_CO_PLW_RUS_F	4	K1	0.99997		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K4
376_CO_grey	14	376_CO_PLW_RUS_F	4	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K4
376_CO_grey	14	376_CO_PLW_RUS_F	4	K3	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K4
376_CO_grey	14	376_CO_PLW_RUS_F	4	K4	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K4
376_CO_grey	14	376_CO_PLW_RUS_F	5	K1	0.99996		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K5
376_CO_grey	14	376_CO_PLW_RUS_F	5	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K5
376_CO_grey	14	376_CO_PLW_RUS_F	5	K3	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K5
376_CO_grey	14	376_CO_PLW_RUS_F	5	K4	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K5
376_CO_grey	14	376_CO_PLW_RUS_F	5	K5	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K5
376_CO_grey	14	376_CO_PLW_RUS_F	6	K1	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K6
376_CO_grey	14	376_CO_PLW_RUS_F	6	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K6
376_CO_grey	14	376_CO_PLW_RUS_F	6	K3	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K6
376_CO_grey	14	376_CO_PLW_RUS_F	6	K4	1.4e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K6
376_CO_grey	14	376_CO_PLW_RUS_F	6	K5	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K6
376_CO_grey	14	376_CO_PLW_RUS_F	6	K6	0.999946		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K6
376_CO_grey	14	376_CO_PLW_RUS_F	7	K1	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K7
376_CO_grey	14	376_CO_PLW_RUS_F	7	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K7
376_CO_grey	14	376_CO_PLW_RUS_F	7	K3	0.99994		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K7
376_CO_grey	14	376_CO_PLW_RUS_F	7	K4	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K7
376_CO_grey	14	376_CO_PLW_RUS_F	7	K5	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K7
376_CO_grey	14	376_CO_PLW_RUS_F	7	K6	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K7
376_CO_grey	14	376_CO_PLW_RUS_F	7	K7	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K7
376_CO_grey	14	376_CO_PLW_RUS_F	8	K1	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	8	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	8	K3	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	8	K4	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	8	K5	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	8	K6	0.99993		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	8	K7	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	8	K8	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K8
376_CO_grey	14	376_CO_PLW_RUS_F	9	K1	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K3	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K4	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K5	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K6	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K7	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K8	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
376_CO_grey	14	376_CO_PLW_RUS_F	9	K9	0.99992		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	K9
380_CO_grey	15	380_CO_PLW_RUS_F	10	K1	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K2	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K3	0.99991		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K4	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K5	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K6	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K7	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K8	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K9	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	10	K10	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K10
380_CO_grey	15	380_CO_PLW_RUS_F	2	K1	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K2
380_CO_grey	15	380_CO_PLW_RUS_F	2	K2	0.99999		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K2
380_CO_grey	15	380_CO_PLW_RUS_F	3	K1	1e-05		B	OG	380	CO	C. optatus	24	RUS	FALSE	11.84	11	grey	NA	#000000	141.8667	46.36667	muscle	1083	27-Jun-2003	SAMN18559826	SRR14117580	129.58235	19.56815	19.0958364	0.975863145	K3
