ID	MaxK	K	Q	Notes	Analysis_Dataset	Group	IDNumber	Species	Species_Latin	Shape	Country	Sex	MeanCoverage	MedianCoverage	Plumage	CanorusDiverged	PlumageColor	Longitude	Latitude	Source	Isolate	Sampling_Date	SRA_Biosample	SRA_Runs	Aligned_Reads_Million	Sequencing_Output_Gb	Aligned_Gb	Aligned_Gb_Percent	IDtree	Kclust
376_CO_PLW_RUS_F	3	K1	0.99998		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	376_CO_PLW_RUS_F	K3
376_CO_PLW_RUS_F	3	K2	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	376_CO_PLW_RUS_F	K3
376_CO_PLW_RUS_F	3	K3	1e-05		B	OG	376	CO	C. optatus	24	RUS	FALSE	13.8	12	grey	NA	#000000	147.2333	44.8	muscle	1802	23-Jul-2004	SAMN18559822	SRR14117707,SRR14117706	142.951598	21.76868	20.93863614	0.961869812	376_CO_PLW_RUS_F	K3
286_CC_UNK_RUS_F	3	K1	1.2e-05		B	CG	286	CC	C. canorus	21	RUS	FALSE	12.52	11	grey	NA	#000000	130.7	42.48333	muscle	639	19-Jun-2004	SAMN18559732	SRR14117539	128.89753	19.52563	19.01405605	0.9737998748	286_CC_UNK_RUS_F	K3
286_CC_UNK_RUS_F	3	K2	1e-05		B	CG	286	CC	C. canorus	21	RUS	FALSE	12.52	11	grey	NA	#000000	130.7	42.48333	muscle	639	19-Jun-2004	SAMN18559732	SRR14117539	128.89753	19.52563	19.01405605	0.9737998748	286_CC_UNK_RUS_F	K3
286_CC_UNK_RUS_F	3	K3	0.999978		B	CG	286	CC	C. canorus	21	RUS	FALSE	12.52	11	grey	NA	#000000	130.7	42.48333	muscle	639	19-Jun-2004	SAMN18559732	SRR14117539	128.89753	19.52563	19.01405605	0.9737998748	286_CC_UNK_RUS_F	K3
252_CC_SRT_RUS_F	3	K1	1e-05		C	BG	252	CC	C. canorus	21	RUS	FALSE	13.85	13	grey	Canorus_Diverged	#000000	88.96667	62.28333	blood	Cc-007.3	29-Jan-2020	SAMN18559698	SRR14117526	148.268398	22.40046	21.97402702	0.9809632043	252_CC_SRT_RUS_F	K3
252_CC_SRT_RUS_F	3	K2	0.51882		C	BG	252	CC	C. canorus	21	RUS	FALSE	13.85	13	grey	Canorus_Diverged	#000000	88.96667	62.28333	blood	Cc-007.3	29-Jan-2020	SAMN18559698	SRR14117526	148.268398	22.40046	21.97402702	0.9809632043	252_CC_SRT_RUS_F	K3
252_CC_SRT_RUS_F	3	K3	0.48117		C	BG	252	CC	C. canorus	21	RUS	FALSE	13.85	13	grey	Canorus_Diverged	#000000	88.96667	62.28333	blood	Cc-007.3	29-Jan-2020	SAMN18559698	SRR14117526	148.268398	22.40046	21.97402702	0.9809632043	252_CC_SRT_RUS_F	K3
291_CC_UNK_RUS_F	3	K1	1e-05		B	CG	291	CC	C. canorus	21	RUS	FALSE	14.96	14	grey	NA	#000000	143.3333	46.48333	muscle	963	15-Jun-2003	SAMN18559737	SRR14117658,SRR14117657	151.186576	22.82363	22.28839161	0.9765489368	291_CC_UNK_RUS_F	K3
291_CC_UNK_RUS_F	3	K2	1e-05		B	CG	291	CC	C. canorus	21	RUS	FALSE	14.96	14	grey	NA	#000000	143.3333	46.48333	muscle	963	15-Jun-2003	SAMN18559737	SRR14117658,SRR14117657	151.186576	22.82363	22.28839161	0.9765489368	291_CC_UNK_RUS_F	K3
291_CC_UNK_RUS_F	3	K3	0.99998		B	CG	291	CC	C. canorus	21	RUS	FALSE	14.96	14	grey	NA	#000000	143.3333	46.48333	muscle	963	15-Jun-2003	SAMN18559737	SRR14117658,SRR14117657	151.186576	22.82363	22.28839161	0.9765489368	291_CC_UNK_RUS_F	K3
294_CC_UNK_RUS_F	3	K1	1e-05		B	CG	294	CC	C. canorus	21	RUS	FALSE	15.14	14	grey	NA	#000000	143.3333	46.48333	muscle	82	18-Jun-2004	SAMN18559740	SRR14117652,SRR14117651	153.54039	23.1892	22.67883762	0.9779913762	294_CC_UNK_RUS_F	K3
294_CC_UNK_RUS_F	3	K2	1e-05		B	CG	294	CC	C. canorus	21	RUS	FALSE	15.14	14	grey	NA	#000000	143.3333	46.48333	muscle	82	18-Jun-2004	SAMN18559740	SRR14117652,SRR14117651	153.54039	23.1892	22.67883762	0.9779913762	294_CC_UNK_RUS_F	K3
294_CC_UNK_RUS_F	3	K3	0.99998		B	CG	294	CC	C. canorus	21	RUS	FALSE	15.14	14	grey	NA	#000000	143.3333	46.48333	muscle	82	18-Jun-2004	SAMN18559740	SRR14117652,SRR14117651	153.54039	23.1892	22.67883762	0.9779913762	294_CC_UNK_RUS_F	K3
276_CC_UNK_RUS_F	3	K1	1e-05		C	BG	276	CC	C. canorus	21	RUS	FALSE	13.48	11	grey	Canorus_Diverged	#000000	177.05	62.53333	muscle	428	8-Jun-2014	SAMN18559722	SRR14117557	147.954368	22.41282	21.70265929	0.9683145311	276_CC_UNK_RUS_F	K3
276_CC_UNK_RUS_F	3	K2	1e-05		C	BG	276	CC	C. canorus	21	RUS	FALSE	13.48	11	grey	Canorus_Diverged	#000000	177.05	62.53333	muscle	428	8-Jun-2014	SAMN18559722	SRR14117557	147.954368	22.41282	21.70265929	0.9683145311	276_CC_UNK_RUS_F	K3
276_CC_UNK_RUS_F	3	K3	0.99998		C	BG	276	CC	C. canorus	21	RUS	FALSE	13.48	11	grey	Canorus_Diverged	#000000	177.05	62.53333	muscle	428	8-Jun-2014	SAMN18559722	SRR14117557	147.954368	22.41282	21.70265929	0.9683145311	276_CC_UNK_RUS_F	K3
436_CC_UNK_ROM_F	3	K1	1e-05		C	CH	436	CC	C. canorus	21	ROM	FALSE	6.01	6	rufous	NA	#e78f41	23.71666667	46.3	Toepad	SG0832	NA	NA	NA	117.105126	17.93372	7.69270295	0.4289518823	436_CC_UNK_ROM_F	K3
436_CC_UNK_ROM_F	3	K2	0.99998		C	CH	436	CC	C. canorus	21	ROM	FALSE	6.01	6	rufous	NA	#e78f41	23.71666667	46.3	Toepad	SG0832	NA	NA	NA	117.105126	17.93372	7.69270295	0.4289518823	436_CC_UNK_ROM_F	K3
436_CC_UNK_ROM_F	3	K3	1e-05		C	CH	436	CC	C. canorus	21	ROM	FALSE	6.01	6	rufous	NA	#e78f41	23.71666667	46.3	Toepad	SG0832	NA	NA	NA	117.105126	17.93372	7.69270295	0.4289518823	436_CC_UNK_ROM_F	K3
439_CC_UNK_RUS_F	3	K1	1e-05		C	CH	439	CC	C. canorus	21	RUS	FALSE	7.05	6	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0835	NA	NA	NA	129.41535	19.7996	8.937148665	0.4513802635	439_CC_UNK_RUS_F	K3
439_CC_UNK_RUS_F	3	K2	0.99998		C	CH	439	CC	C. canorus	21	RUS	FALSE	7.05	6	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0835	NA	NA	NA	129.41535	19.7996	8.937148665	0.4513802635	439_CC_UNK_RUS_F	K3
439_CC_UNK_RUS_F	3	K3	1e-05		C	CH	439	CC	C. canorus	21	RUS	FALSE	7.05	6	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0835	NA	NA	NA	129.41535	19.7996	8.937148665	0.4513802635	439_CC_UNK_RUS_F	K3
441_CC_UNK_RUS_F	3	K1	1e-05		C	CH	441	CC	C. canorus	21	RUS	FALSE	6.17	6	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0837	NA	NA	NA	128.016932	19.65709	7.8730555	0.4005198888	441_CC_UNK_RUS_F	K3
441_CC_UNK_RUS_F	3	K2	0.99998		C	CH	441	CC	C. canorus	21	RUS	FALSE	6.17	6	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0837	NA	NA	NA	128.016932	19.65709	7.8730555	0.4005198888	441_CC_UNK_RUS_F	K3
441_CC_UNK_RUS_F	3	K3	1e-05		C	CH	441	CC	C. canorus	21	RUS	FALSE	6.17	6	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0837	NA	NA	NA	128.016932	19.65709	7.8730555	0.4005198888	441_CC_UNK_RUS_F	K3
443_CC_UNK_RUS_F	3	K1	0.016041		C	CH	443	CC	C. canorus	21	RUS	FALSE	6.63	6	rufous	NA	#e78f41	20.85444444	55.15222222	Toepad	SG0839	NA	NA	NA	119.943312	18.46009	8.398077669	0.4549315669	443_CC_UNK_RUS_F	K3
443_CC_UNK_RUS_F	3	K2	0.890174		C	CH	443	CC	C. canorus	21	RUS	FALSE	6.63	6	rufous	NA	#e78f41	20.85444444	55.15222222	Toepad	SG0839	NA	NA	NA	119.943312	18.46009	8.398077669	0.4549315669	443_CC_UNK_RUS_F	K3
443_CC_UNK_RUS_F	3	K3	0.093785		C	CH	443	CC	C. canorus	21	RUS	FALSE	6.63	6	rufous	NA	#e78f41	20.85444444	55.15222222	Toepad	SG0839	NA	NA	NA	119.943312	18.46009	8.398077669	0.4549315669	443_CC_UNK_RUS_F	K3
440_CC_UNK_RUS_F	3	K1	1e-05		C	CH	440	CC	C. canorus	21	RUS	FALSE	7.61	7	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0836	NA	NA	NA	130.75157	19.95066	9.744037917	0.4884067954	440_CC_UNK_RUS_F	K3
440_CC_UNK_RUS_F	3	K2	0.99998		C	CH	440	CC	C. canorus	21	RUS	FALSE	7.61	7	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0836	NA	NA	NA	130.75157	19.95066	9.744037917	0.4884067954	440_CC_UNK_RUS_F	K3
440_CC_UNK_RUS_F	3	K3	1e-05		C	CH	440	CC	C. canorus	21	RUS	FALSE	7.61	7	rufous	NA	#e78f41	43.61888889	43.49805556	Toepad	SG0836	NA	NA	NA	130.75157	19.95066	9.744037917	0.4884067954	440_CC_UNK_RUS_F	K3
445_CC_UNK_TOG_F	3	K1	1e-05		C	CH	445	CC	C. canorus	21	TOG	FALSE	7.74	7	rufous	NA	#e78f41	0.470833333	10.35916667	Toepad	SG0841	NA	NA	NA	141.726622	21.67427	9.885588484	0.4560978748	445_CC_UNK_TOG_F	K3
445_CC_UNK_TOG_F	3	K2	0.99998		C	CH	445	CC	C. canorus	21	TOG	FALSE	7.74	7	rufous	NA	#e78f41	0.470833333	10.35916667	Toepad	SG0841	NA	NA	NA	141.726622	21.67427	9.885588484	0.4560978748	445_CC_UNK_TOG_F	K3
445_CC_UNK_TOG_F	3	K3	1e-05		C	CH	445	CC	C. canorus	21	TOG	FALSE	7.74	7	rufous	NA	#e78f41	0.470833333	10.35916667	Toepad	SG0841	NA	NA	NA	141.726622	21.67427	9.885588484	0.4560978748	445_CC_UNK_TOG_F	K3
431_CC_UNK_EST_F	3	K1	1e-05		C	CH	431	CC	C. canorus	21	EST	FALSE	8.87	8	rufous	NA	#e78f41	26.39	58.13611111	Toepad	SG0827	NA	NA	NA	156.645302	23.96846	11.27511381	0.470414612	431_CC_UNK_EST_F	K3
431_CC_UNK_EST_F	3	K2	0.959793		C	CH	431	CC	C. canorus	21	EST	FALSE	8.87	8	rufous	NA	#e78f41	26.39	58.13611111	Toepad	SG0827	NA	NA	NA	156.645302	23.96846	11.27511381	0.470414612	431_CC_UNK_EST_F	K3
431_CC_UNK_EST_F	3	K3	0.040197		C	CH	431	CC	C. canorus	21	EST	FALSE	8.87	8	rufous	NA	#e78f41	26.39	58.13611111	Toepad	SG0827	NA	NA	NA	156.645302	23.96846	11.27511381	0.470414612	431_CC_UNK_EST_F	K3
433_CC_UNK_CHN_F	3	K1	1e-05		C	CH	433	CC	C. canorus	21	CHN	FALSE	8.3	8	rufous	NA	#e78f41	96	36	Toepad	SG0829	NA	NA	NA	134.701066	20.53271	10.64551296	0.5184660456	433_CC_UNK_CHN_F	K3
433_CC_UNK_CHN_F	3	K2	1e-05		C	CH	433	CC	C. canorus	21	CHN	FALSE	8.3	8	rufous	NA	#e78f41	96	36	Toepad	SG0829	NA	NA	NA	134.701066	20.53271	10.64551296	0.5184660456	433_CC_UNK_CHN_F	K3
433_CC_UNK_CHN_F	3	K3	0.99998		C	CH	433	CC	C. canorus	21	CHN	FALSE	8.3	8	rufous	NA	#e78f41	96	36	Toepad	SG0829	NA	NA	NA	134.701066	20.53271	10.64551296	0.5184660456	433_CC_UNK_CHN_F	K3
434_CC_UNK_UKR_F	3	K1	1e-05		C	CH	434	CC	C. canorus	21	UKR	FALSE	8.25	8	rufous	NA	#e78f41	34.6	44.76666667	Toepad	SG0830	NA	NA	NA	139.295988	21.22278	10.76856964	0.5074061758	434_CC_UNK_UKR_F	K3
434_CC_UNK_UKR_F	3	K2	0.934569		C	CH	434	CC	C. canorus	21	UKR	FALSE	8.25	8	rufous	NA	#e78f41	34.6	44.76666667	Toepad	SG0830	NA	NA	NA	139.295988	21.22278	10.76856964	0.5074061758	434_CC_UNK_UKR_F	K3
434_CC_UNK_UKR_F	3	K3	0.065421		C	CH	434	CC	C. canorus	21	UKR	FALSE	8.25	8	rufous	NA	#e78f41	34.6	44.76666667	Toepad	SG0830	NA	NA	NA	139.295988	21.22278	10.76856964	0.5074061758	434_CC_UNK_UKR_F	K3
414_CC_GRW_HUN_F	3	K1	1e-05		A	CH	414	CC	C. canorus	21	HUN	FALSE	12.98	12	rufous	NA	#e78f41	19.1	47.12	blood	C03639	NA	NA	NA	182.499244	27.58337	26.54423471	0.9623274716	414_CC_GRW_HUN_F	K3
414_CC_GRW_HUN_F	3	K2	0.99998		A	CH	414	CC	C. canorus	21	HUN	FALSE	12.98	12	rufous	NA	#e78f41	19.1	47.12	blood	C03639	NA	NA	NA	182.499244	27.58337	26.54423471	0.9623274716	414_CC_GRW_HUN_F	K3
414_CC_GRW_HUN_F	3	K3	1e-05		A	CH	414	CC	C. canorus	21	HUN	FALSE	12.98	12	rufous	NA	#e78f41	19.1	47.12	blood	C03639	NA	NA	NA	182.499244	27.58337	26.54423471	0.9623274716	414_CC_GRW_HUN_F	K3
412_CC_GRW_HUN_F	3	K1	1e-05		A	CH	412	CC	C. canorus	21	HUN	FALSE	14.35	13	rufous	NA	#e78f41	19.1	47.12	blood	C03429	NA	NA	NA	183.028468	27.64551	26.58768052	0.961735939	412_CC_GRW_HUN_F	K3
412_CC_GRW_HUN_F	3	K2	0.99998		A	CH	412	CC	C. canorus	21	HUN	FALSE	14.35	13	rufous	NA	#e78f41	19.1	47.12	blood	C03429	NA	NA	NA	183.028468	27.64551	26.58768052	0.961735939	412_CC_GRW_HUN_F	K3
412_CC_GRW_HUN_F	3	K3	1e-05		A	CH	412	CC	C. canorus	21	HUN	FALSE	14.35	13	rufous	NA	#e78f41	19.1	47.12	blood	C03429	NA	NA	NA	183.028468	27.64551	26.58768052	0.961735939	412_CC_GRW_HUN_F	K3
410_CC_GRW_HUN_F	3	K1	1e-05		A	CH	410	CC	C. canorus	21	HUN	FALSE	17.44	15	rufous	NA	#e78f41	19.1	47.12	blood	C03426	NA	NA	NA	234.22179	35.47889	33.57590817	0.9463629829	410_CC_GRW_HUN_F	K3
410_CC_GRW_HUN_F	3	K2	0.99998		A	CH	410	CC	C. canorus	21	HUN	FALSE	17.44	15	rufous	NA	#e78f41	19.1	47.12	blood	C03426	NA	NA	NA	234.22179	35.47889	33.57590817	0.9463629829	410_CC_GRW_HUN_F	K3
410_CC_GRW_HUN_F	3	K3	1e-05		A	CH	410	CC	C. canorus	21	HUN	FALSE	17.44	15	rufous	NA	#e78f41	19.1	47.12	blood	C03426	NA	NA	NA	234.22179	35.47889	33.57590817	0.9463629829	410_CC_GRW_HUN_F	K3
411_CC_GRW_HUN_F	3	K1	1e-05		A	CH	411	CC	C. canorus	21	HUN	FALSE	8.53	7	rufous	NA	#e78f41	19.1	47.12	blood	C03428	NA	NA	NA	136.220486	20.57323	19.50966597	0.9483034978	411_CC_GRW_HUN_F	K3
411_CC_GRW_HUN_F	3	K2	0.99998		A	CH	411	CC	C. canorus	21	HUN	FALSE	8.53	7	rufous	NA	#e78f41	19.1	47.12	blood	C03428	NA	NA	NA	136.220486	20.57323	19.50966597	0.9483034978	411_CC_GRW_HUN_F	K3
411_CC_GRW_HUN_F	3	K3	1e-05		A	CH	411	CC	C. canorus	21	HUN	FALSE	8.53	7	rufous	NA	#e78f41	19.1	47.12	blood	C03428	NA	NA	NA	136.220486	20.57323	19.50966597	0.9483034978	411_CC_GRW_HUN_F	K3
413_CC_GRW_HUN_F	3	K1	1e-05		A	CH	413	CC	C. canorus	21	HUN	FALSE	7.29	6	rufous	NA	#e78f41	19.1	47.12	blood	C03630	NA	NA	NA	96.668516	14.6171	14.17730487	0.9699122856	413_CC_GRW_HUN_F	K3
413_CC_GRW_HUN_F	3	K2	0.99998		A	CH	413	CC	C. canorus	21	HUN	FALSE	7.29	6	rufous	NA	#e78f41	19.1	47.12	blood	C03630	NA	NA	NA	96.668516	14.6171	14.17730487	0.9699122856	413_CC_GRW_HUN_F	K3
413_CC_GRW_HUN_F	3	K3	1e-05		A	CH	413	CC	C. canorus	21	HUN	FALSE	7.29	6	rufous	NA	#e78f41	19.1	47.12	blood	C03630	NA	NA	NA	96.668516	14.6171	14.17730487	0.9699122856	413_CC_GRW_HUN_F	K3
416_CC_GRW_HUN_F	3	K1	1e-05		A	CH	416	CC	C. canorus	21	HUN	FALSE	15.71	14	rufous	NA	#e78f41	19.1	47.12	blood	LM02050	NA	NA	NA	217.404672	33.10514	31.73004617	0.9584628299	416_CC_GRW_HUN_F	K3
416_CC_GRW_HUN_F	3	K2	0.99998		A	CH	416	CC	C. canorus	21	HUN	FALSE	15.71	14	rufous	NA	#e78f41	19.1	47.12	blood	LM02050	NA	NA	NA	217.404672	33.10514	31.73004617	0.9584628299	416_CC_GRW_HUN_F	K3
416_CC_GRW_HUN_F	3	K3	1e-05		A	CH	416	CC	C. canorus	21	HUN	FALSE	15.71	14	rufous	NA	#e78f41	19.1	47.12	blood	LM02050	NA	NA	NA	217.404672	33.10514	31.73004617	0.9584628299	416_CC_GRW_HUN_F	K3
401_CO_SCC_RUS_F	3	K1	0.99998		B	OH	401	CO	C. optatus	24	RUS	FALSE	9.82	9	rufous	NA	#e78f41	51.33333	56.18333	muscle	1182	8-Jun-2003	SAMN18559847	SRR14117665	100.017058	15.12004	14.60134603	0.965694934	401_CO_SCC_RUS_F	K3
401_CO_SCC_RUS_F	3	K2	1e-05		B	OH	401	CO	C. optatus	24	RUS	FALSE	9.82	9	rufous	NA	#e78f41	51.33333	56.18333	muscle	1182	8-Jun-2003	SAMN18559847	SRR14117665	100.017058	15.12004	14.60134603	0.965694934	401_CO_SCC_RUS_F	K3
401_CO_SCC_RUS_F	3	K3	1e-05		B	OH	401	CO	C. optatus	24	RUS	FALSE	9.82	9	rufous	NA	#e78f41	51.33333	56.18333	muscle	1182	8-Jun-2003	SAMN18559847	SRR14117665	100.017058	15.12004	14.60134603	0.965694934	401_CO_SCC_RUS_F	K3
415_CC_GRW_HUN_F	3	K1	1e-05		A	CH	415	CC	C. canorus	21	HUN	FALSE	13.94	13	rufous	NA	#e78f41	19.1	47.12	blood	LM02034	NA	NA	NA	192.39847	29.13425	28.21524407	0.9684561665	415_CC_GRW_HUN_F	K3
415_CC_GRW_HUN_F	3	K2	0.99998		A	CH	415	CC	C. canorus	21	HUN	FALSE	13.94	13	rufous	NA	#e78f41	19.1	47.12	blood	LM02034	NA	NA	NA	192.39847	29.13425	28.21524407	0.9684561665	415_CC_GRW_HUN_F	K3
415_CC_GRW_HUN_F	3	K3	1e-05		A	CH	415	CC	C. canorus	21	HUN	FALSE	13.94	13	rufous	NA	#e78f41	19.1	47.12	blood	LM02034	NA	NA	NA	192.39847	29.13425	28.21524407	0.9684561665	415_CC_GRW_HUN_F	K3
301_CC_UNK_RUS_F	3	K1	1e-05		B	CH	301	CC	C. canorus	21	RUS	FALSE	9	8	rufous	NA	#e78f41	90.21667	50.45	lung	309/2000	14-Jun-2000	SAMN18559747	SRR14117639	90.366844	13.69436	13.31562232	0.9723435283	301_CC_UNK_RUS_F	K3
301_CC_UNK_RUS_F	3	K2	0.330049		B	CH	301	CC	C. canorus	21	RUS	FALSE	9	8	rufous	NA	#e78f41	90.21667	50.45	lung	309/2000	14-Jun-2000	SAMN18559747	SRR14117639	90.366844	13.69436	13.31562232	0.9723435283	301_CC_UNK_RUS_F	K3
301_CC_UNK_RUS_F	3	K3	0.669941		B	CH	301	CC	C. canorus	21	RUS	FALSE	9	8	rufous	NA	#e78f41	90.21667	50.45	lung	309/2000	14-Jun-2000	SAMN18559747	SRR14117639	90.366844	13.69436	13.31562232	0.9723435283	301_CC_UNK_RUS_F	K3
400_CO_SCC_RUS_F	3	K1	0.99998		B	OH	400	CO	C. optatus	24	RUS	FALSE	10.57	9	rufous	NA	#e78f41	51.33333	56.18333	muscle	1183	7-Jun-2003	SAMN18559846	SRR14117667	111.24832	16.87009	16.37187144	0.9704673443	400_CO_SCC_RUS_F	K3
400_CO_SCC_RUS_F	3	K2	1e-05		B	OH	400	CO	C. optatus	24	RUS	FALSE	10.57	9	rufous	NA	#e78f41	51.33333	56.18333	muscle	1183	7-Jun-2003	SAMN18559846	SRR14117667	111.24832	16.87009	16.37187144	0.9704673443	400_CO_SCC_RUS_F	K3
400_CO_SCC_RUS_F	3	K3	1e-05		B	OH	400	CO	C. optatus	24	RUS	FALSE	10.57	9	rufous	NA	#e78f41	51.33333	56.18333	muscle	1183	7-Jun-2003	SAMN18559846	SRR14117667	111.24832	16.87009	16.37187144	0.9704673443	400_CO_SCC_RUS_F	K3
330_CO_SCC_RUS_F	3	K1	0.99998		B	OH	330	CO	C. optatus	24	RUS	FALSE	13.95	13	rufous	NA	#e78f41	60.53333	56.8	blood	Co-043	16-Aug-2020	SAMN18559776	SRR14117596,SRR14117595	139.956346	21.13351	20.71009968	0.9799649788	330_CO_SCC_RUS_F	K3
330_CO_SCC_RUS_F	3	K2	1e-05		B	OH	330	CO	C. optatus	24	RUS	FALSE	13.95	13	rufous	NA	#e78f41	60.53333	56.8	blood	Co-043	16-Aug-2020	SAMN18559776	SRR14117596,SRR14117595	139.956346	21.13351	20.71009968	0.9799649788	330_CO_SCC_RUS_F	K3
330_CO_SCC_RUS_F	3	K3	1e-05		B	OH	330	CO	C. optatus	24	RUS	FALSE	13.95	13	rufous	NA	#e78f41	60.53333	56.8	blood	Co-043	16-Aug-2020	SAMN18559776	SRR14117596,SRR14117595	139.956346	21.13351	20.71009968	0.9799649788	330_CO_SCC_RUS_F	K3
310_CO_ACW_RUS_F	3	K1	0.99998		B	OH	310	CO	C. optatus	24	RUS	FALSE	14.47	14	rufous	NA	#e78f41	88.96667	62.28333	blood	Co-018.3	15-Mar-2020	SAMN18559756	SRR14117628,SRR14117626	144.056712	21.75267	21.3403028	0.9810429157	310_CO_ACW_RUS_F	K3
310_CO_ACW_RUS_F	3	K2	1e-05		B	OH	310	CO	C. optatus	24	RUS	FALSE	14.47	14	rufous	NA	#e78f41	88.96667	62.28333	blood	Co-018.3	15-Mar-2020	SAMN18559756	SRR14117628,SRR14117626	144.056712	21.75267	21.3403028	0.9810429157	310_CO_ACW_RUS_F	K3
310_CO_ACW_RUS_F	3	K3	1e-05		B	OH	310	CO	C. optatus	24	RUS	FALSE	14.47	14	rufous	NA	#e78f41	88.96667	62.28333	blood	Co-018.3	15-Mar-2020	SAMN18559756	SRR14117628,SRR14117626	144.056712	21.75267	21.3403028	0.9810429157	310_CO_ACW_RUS_F	K3
119_CC_UNK_ENG_F	3	K1	1e-05		B	CH	119	CC	C. canorus	21	ENG	FALSE	12.19	11	rufous	NA	#e78f41	0.62116	52.40516	feather	DS58269	6-Jun-2016	SAMN15783697	SRR12426771,SRR12426770	126.846478	20.77751	18.28654768	0.8801125679	119_CC_UNK_ENG_F	K3
119_CC_UNK_ENG_F	3	K2	0.99998		B	CH	119	CC	C. canorus	21	ENG	FALSE	12.19	11	rufous	NA	#e78f41	0.62116	52.40516	feather	DS58269	6-Jun-2016	SAMN15783697	SRR12426771,SRR12426770	126.846478	20.77751	18.28654768	0.8801125679	119_CC_UNK_ENG_F	K3
119_CC_UNK_ENG_F	3	K3	1e-05		B	CH	119	CC	C. canorus	21	ENG	FALSE	12.19	11	rufous	NA	#e78f41	0.62116	52.40516	feather	DS58269	6-Jun-2016	SAMN15783697	SRR12426771,SRR12426770	126.846478	20.77751	18.28654768	0.8801125679	119_CC_UNK_ENG_F	K3
357_CO_YBW_RUS_F	3	K1	0.99998		B	OH	357	CO	C. optatus	24	RUS	FALSE	13.41	12	rufous	NA	#e78f41	174.1	64.3	muscle	2137	17-Jun-2006	SAMN18559803	SRR14117618,SRR14117617	137.39349	20.79469	20.2127371	0.9720143508	357_CO_YBW_RUS_F	K3
357_CO_YBW_RUS_F	3	K2	1e-05		B	OH	357	CO	C. optatus	24	RUS	FALSE	13.41	12	rufous	NA	#e78f41	174.1	64.3	muscle	2137	17-Jun-2006	SAMN18559803	SRR14117618,SRR14117617	137.39349	20.79469	20.2127371	0.9720143508	357_CO_YBW_RUS_F	K3
357_CO_YBW_RUS_F	3	K3	1e-05		B	OH	357	CO	C. optatus	24	RUS	FALSE	13.41	12	rufous	NA	#e78f41	174.1	64.3	muscle	2137	17-Jun-2006	SAMN18559803	SRR14117618,SRR14117617	137.39349	20.79469	20.2127371	0.9720143508	357_CO_YBW_RUS_F	K3
382_CO_PLW_RUS_F	3	K1	0.99998		B	OH	382	CO	C. optatus	24	RUS	FALSE	13.04	11	rufous	NA	#e78f41	143.2333	51.31667	muscle	2931	18-Jul-2009	SAMN18559828	SRR14117578	134.000608	20.31361	19.70893348	0.9702329364	382_CO_PLW_RUS_F	K3
382_CO_PLW_RUS_F	3	K2	1e-05		B	OH	382	CO	C. optatus	24	RUS	FALSE	13.04	11	rufous	NA	#e78f41	143.2333	51.31667	muscle	2931	18-Jul-2009	SAMN18559828	SRR14117578	134.000608	20.31361	19.70893348	0.9702329364	382_CO_PLW_RUS_F	K3
382_CO_PLW_RUS_F	3	K3	1e-05		B	OH	382	CO	C. optatus	24	RUS	FALSE	13.04	11	rufous	NA	#e78f41	143.2333	51.31667	muscle	2931	18-Jul-2009	SAMN18559828	SRR14117578	134.000608	20.31361	19.70893348	0.9702329364	382_CO_PLW_RUS_F	K3
327_CO_SCC_RUS_F	3	K1	0.99998	grey body, rufous head	B	NA	327	CO	C. optatus	24	RUS	FALSE	13.93	13	mixed	NA	#F7F7F7	61.38333	57.01667	growing_feather	Co-039	23-Jun-2018	SAMN18559773	SRR14117600	152.09342	22.9943	22.43175492	0.9755354553	327_CO_SCC_RUS_F	K3
327_CO_SCC_RUS_F	3	K2	1e-05	grey body, rufous head	B	NA	327	CO	C. optatus	24	RUS	FALSE	13.93	13	mixed	NA	#F7F7F7	61.38333	57.01667	growing_feather	Co-039	23-Jun-2018	SAMN18559773	SRR14117600	152.09342	22.9943	22.43175492	0.9755354553	327_CO_SCC_RUS_F	K3
327_CO_SCC_RUS_F	3	K3	1e-05	grey body, rufous head	B	NA	327	CO	C. optatus	24	RUS	FALSE	13.93	13	mixed	NA	#F7F7F7	61.38333	57.01667	growing_feather	Co-039	23-Jun-2018	SAMN18559773	SRR14117600	152.09342	22.9943	22.43175492	0.9755354553	327_CO_SCC_RUS_F	K3
