CHROM	ID	nREF	nALT	nHET	nTs	nTv	avgDP	Singletons	Missing_Sites
chr_14	294_CC_UNK_RUS_F	1721835	57407	82674	97578	42503	13.2	4159	29780
chr_14	276_CC_UNK_RUS_F	1694722	55487	84473	97590	42370	12.6	3930	57014
chr_14	436_CC_UNK_ROM_F	558844	13374	31858	33147	12085	2.8	2935	1287620
chr_14	439_CC_UNK_RUS_F	738590	18621	40645	43568	15698	3.3	3809	1093840
chr_14	441_CC_UNK_RUS_F	579326	13476	31844	33278	12042	2.9	2912	1267050
chr_14	443_CC_UNK_RUS_F	676734	17019	37604	39638	14985	3.1	3057	1160339
chr_14	440_CC_UNK_RUS_F	831866	21203	48179	50718	18664	3.6	4342	990448
chr_14	445_CC_UNK_TOG_F	847446	21359	48768	51038	19089	3.6	4408	974123
chr_14	431_CC_UNK_EST_F	1026745	25909	61195	63442	23662	4.2	5214	777847
chr_14	433_CC_UNK_CHN_F	957281	26511	48945	54654	20802	3.9	4720	858959
chr_14	434_CC_UNK_UKR_F	962352	24671	55300	57725	22246	4.0	4281	849373
chr_14	414_CC_GRW_HUN_F	1656272	49592	96985	102309	44268	10.8	4805	88847
chr_14	412_CC_GRW_HUN_F	1665744	50351	97449	103139	44661	11.6	4537	78152
chr_14	410_CC_GRW_HUN_F	1686219	51334	98914	104857	45391	13.9	4879	55229
chr_14	411_CC_GRW_HUN_F	1398392	39688	81319	85017	35990	6.4	3661	372297
chr_14	413_CC_GRW_HUN_F	1342438	39446	74994	80636	33804	6.3	2914	434818
chr_14	416_CC_GRW_HUN_F	1626342	50330	96796	102741	44385	13.9	5073	118228
chr_14	401_CO_SCC_RUS_F	1432403	59991	88823	103468	45346	7.3	5465	310479
chr_14	415_CC_GRW_HUN_F	1641089	49290	97324	102326	44288	12.4	3170	103993
chr_14	301_CC_UNK_RUS_F	1520815	45896	79478	87451	37923	6.9	3629	245507
chr_14	400_CO_SCC_RUS_F	1580747	68720	97019	115424	50315	8.4	5690	145210
chr_14	330_CO_SCC_RUS_F	1670669	74444	105507	125009	54942	12.5	6926	41076
chr_14	310_CO_ACW_RUS_F	1674191	74580	105170	124740	55010	12.9	6997	37755
chr_14	119_CC_UNK_ENG_F	1682225	51204	100405	105698	45911	10.0	5833	57862
chr_14	357_CO_YBW_RUS_F	1663452	73322	104828	123726	54424	11.9	6962	50094
chr_14	382_CO_PLW_RUS_F	1648980	73477	104133	123592	54018	11.8	7587	65106
chr_14	387_CP_MBW_RUS_F	1555045	148688	53048	141598	60138	11.4	88970	134915
chr_14	327_CO_SCC_RUS_F	1670081	75040	104210	124321	54929	12.2	6988	42365
chr_15	437_CC_UNK_MAC_F	616200	14214	35904	37300	12818	3.3	3208	919351
chr_15	442_CC_UNK_RUS_F	694311	16081	39733	41521	14293	3.6	3692	835544
chr_15	435_CC_UNK_UKR_F	765376	19416	41412	44418	16410	3.8	2980	759465
chr_15	432_CC_UNK_IRA_F	774145	18110	44167	46075	16202	3.9	3833	749247
chr_15	438_CC_UNK_RUS_F	806625	20822	43268	47611	16479	4.0	4028	714954
chr_15	444_CC_UNK_MON_F	788870	18707	45139	47469	16377	3.9	4183	732953
chr_15	423_CC_GRW_HUN_F	1340072	37807	77360	81947	33220	9.4	3313	130430
chr_15	419_CC_GRW_HUN_F	1380130	38859	81134	85271	34722	10.7	4013	85546
chr_15	427_CC_GRW_HUN_F	1117330	32327	64335	69841	26821	7.4	3130	371677
chr_15	420_CC_GRW_HUN_F	1090913	30503	61228	65928	25803	6.1	2477	403025
chr_15	418_CC_GRW_HUN_F	1117768	31033	61842	66301	26574	6.0	2560	375026
chr_15	422_CC_GRW_HUN_F	1072455	29665	59558	63944	25279	5.4	2176	423991
chr_15	429_CC_GRW_HUN_F	1155831	32493	65930	70591	27832	7.4	2726	331415
chr_15	421_CC_GRW_HUN_F	1037495	28997	57260	61776	24481	5.7	1191	461917
chr_15	424_CC_GRW_HUN_F	1132426	31305	64089	68400	26994	6.2	2980	357849
chr_15	417_CC_GRW_HUN_F	1156911	32690	64805	70022	27473	6.6	2397	331263
chr_15	428_CC_GRW_HUN_F	1227005	34202	69691	74026	29867	7.0	2066	254771
chr_15	430_CC_GRW_HUN_F	1295767	35924	74054	78397	31581	8.5	3602	179924
chr_15	426_CC_GRW_HUN_F	1345329	38638	78324	83296	33666	10.4	3730	123378
chr_15	393_CC_UNK_RUS_F	993037	28546	48451	55189	21808	4.8	2026	515635
chr_15	370_CO_PLW_RUS_F	1182799	52462	75858	90890	37430	7.0	5012	274550
chr_15	379_CO_PLW_RUS_F	1316669	60742	83527	102262	42007	8.6	5681	124731
chr_15	120_CC_UNK_ENG_F	1340559	37834	77080	81564	33350	8.2	4169	130196
chr_15	380_CO_PLW_RUS_F	1331374	62135	83238	103077	42296	9.0	5789	108922
chr_15	283_CC_UNK_RUS_F	1406983	45816	66339	79860	32295	10.4	3469	66531
chr_15	311_CO_ACW_RUS_F	1314842	59220	82986	100838	41368	7.8	4947	128621
chr_15	285_CC_UNK_RUS_F	1378191	42439	68411	78722	32128	9.0	3575	96628
chr_15	381_CO_PLW_RUS_F	1382054	65483	87685	108517	44651	11.3	6352	50447
chr_15	304_CC_UNK_RUS_F	1426838	40120	85659	89137	36642	11.6	4728	33052
chr_15	362_CO_PLW_RUS_F	1389526	65981	90338	110492	45827	12.6	6283	39824
chr_15	328_CC_SCC_RUS_F	1426098	41454	82130	87417	36167	12.2	4129	35987
chr_15	317_CO_SCC_RUS_F	1391109	65267	88715	108944	45038	12.2	6118	40578
chr_15	295_CC_UNK_RUS_F	1403608	45605	65955	79287	32273	9.8	3104	70501
chr_15	277_CC_UNK_RUS_F	1436883	46062	68601	81355	33308	12.8	3169	34123
chr_15	376_CO_PLW_RUS_F	1378934	66470	85306	107521	44255	11.2	6202	54959
chr_15	286_CC_UNK_RUS_F	1422526	45243	71222	82887	33578	10.8	3668	46678
chr_15	252_CC_SRT_RUS_F	1438955	42059	78632	85723	34968	12.8	3687	26023
chr_15	291_CC_UNK_RUS_F	1438289	46017	70431	82491	33957	12.4	3113	30932
chr_15	294_CC_UNK_RUS_F	1438571	46433	70438	82953	33918	13.2	3412	30227
chr_15	276_CC_UNK_RUS_F	1426922	46563	68967	81939	33591	13.2	3460	43217
chr_15	436_CC_UNK_ROM_F	485172	10667	26781	27935	9513	2.9	2522	1063049
chr_15	439_CC_UNK_RUS_F	635395	14738	36234	38024	12948	3.4	3318	899302
chr_15	441_CC_UNK_RUS_F	492710	11500	25872	28033	9339	2.9	2595	1055587
chr_15	443_CC_UNK_RUS_F	585208	13493	33200	34502	12191	3.2	2768	953768
chr_15	440_CC_UNK_RUS_F	705770	16800	40440	42611	14629	3.6	3670	822659
chr_15	445_CC_UNK_TOG_F	722900	16703	41940	43529	15114	3.7	3737	804126
chr_15	431_CC_UNK_EST_F	886545	21763	52389	54989	19163	4.3	4821	624972
chr_15	433_CC_UNK_CHN_F	809227	21737	40377	45631	16483	4.0	3866	714328
chr_15	434_CC_UNK_UKR_F	800183	19234	46375	48340	17269	4.0	3851	719877
chr_15	414_CC_GRW_HUN_F	1383065	39530	80280	85208	34602	10.8	3644	82794
chr_15	412_CC_GRW_HUN_F	1391196	39013	81218	85537	34694	12.1	1963	74242
chr_15	410_CC_GRW_HUN_F	1407669	40782	83106	88065	35823	14.4	4159	54112
chr_15	411_CC_GRW_HUN_F	1161331	32280	67539	71430	28389	6.6	2873	324519
chr_15	413_CC_GRW_HUN_F	1121522	32087	63117	68271	26933	6.4	2810	368943
chr_15	416_CC_GRW_HUN_F	1360266	39389	80438	85487	34340	13.8	4296	105576
chr_15	401_CO_SCC_RUS_F	1125207	49376	71105	85700	34781	6.5	4270	339981
chr_15	415_CC_GRW_HUN_F	1366529	38346	81249	85175	34420	12.1	3677	99545
chr_15	301_CC_UNK_RUS_F	1283113	36370	67601	73770	30201	7.2	2891	198585
chr_15	400_CO_SCC_RUS_F	1305073	59319	80963	99582	40700	8.1	4374	140314
chr_15	330_CO_SCC_RUS_F	1391121	64844	89635	109207	45272	12.4	5813	40069
chr_15	310_CO_ACW_RUS_F	1391640	65310	89139	109362	45087	12.8	6087	39580
chr_15	119_CC_UNK_ENG_F	1409338	40506	82609	87518	35597	10.0	4886	53216
chr_15	357_CO_YBW_RUS_F	1386564	64251	89041	108736	44556	12.0	5891	45813
chr_15	382_CO_PLW_RUS_F	1373687	64025	89167	108693	44499	11.8	6289	58790
chr_15	387_CP_MBW_RUS_F	1303095	126193	47300	123785	49708	12.0	76126	109081
chr_15	327_CO_SCC_RUS_F	1392346	65289	89577	109643	45223	12.3	5604	38457
chr_16	437_CC_UNK_MAC_F	576139	13961	33213	34887	12287	3.3	2825	875783
chr_16	442_CC_UNK_RUS_F	657105	15707	37516	39517	13706	3.6	3377	788768
chr_16	435_CC_UNK_UKR_F	721825	18273	40401	42905	15769	3.8	2911	718597
chr_16	432_CC_UNK_IRA_F	731011	17806	41208	43411	15603	3.9	3570	709071
chr_16	438_CC_UNK_RUS_F	757944	18726	44827	47076	16477	4.0	4083	677599
chr_16	444_CC_UNK_MON_F	740748	18183	43275	45449	16009	3.9	3932	696890
chr_16	423_CC_GRW_HUN_F	1276206	37662	76180	80808	33034	9.6	3571	109048
chr_16	419_CC_GRW_HUN_F	1293614	37623	76905	81371	33157	9.8	3114	90954
chr_16	427_CC_GRW_HUN_F	1082420	32002	61217	66710	26509	7.5	2694	323457
chr_16	420_CC_GRW_HUN_F	1045389	29570	59015	63385	25200	6.0	2629	365122
chr_16	418_CC_GRW_HUN_F	1062716	29865	59548	63906	25507	5.9	2908	346967
chr_16	422_CC_GRW_HUN_F	1036330	29579	59703	63781	25501	5.6	2251	373484
chr_16	429_CC_GRW_HUN_F	1126733	33359	63527	69195	27691	7.8	2082	275477
chr_16	421_CC_GRW_HUN_F	966752	27744	54191	58508	23427	5.5	1368	450409
chr_16	424_CC_GRW_HUN_F	1091970	31138	62267	66647	26758	6.3	2303	313721
chr_16	417_CC_GRW_HUN_F	1113612	32930	62810	68315	27425	6.6	2051	289744
chr_16	428_CC_GRW_HUN_F	1171156	34273	66956	71997	29232	7.1	1687	226711
chr_16	430_CC_GRW_HUN_F	1231412	36218	72296	77134	31380	8.6	3029	159170
chr_16	426_CC_GRW_HUN_F	1282404	37433	76443	80734	33142	10.7	3763	102816
chr_16	393_CC_UNK_RUS_F	955530	29167	46260	53872	21555	4.9	2000	468139
chr_16	370_CO_PLW_RUS_F	1147147	50795	72810	87238	36367	7.3	4916	228344
chr_16	379_CO_PLW_RUS_F	1248396	57152	78670	96013	39809	8.7	5177	114878
chr_16	120_CC_UNK_ENG_F	1263218	37367	74933	79683	32617	8.0	4092	123578
chr_16	380_CO_PLW_RUS_F	1264417	57323	80131	97128	40326	9.1	5338	97225
chr_16	283_CC_UNK_RUS_F	1330319	42677	67468	78104	32041	10.4	3724	58632
chr_16	311_CO_ACW_RUS_F	1254766	57421	77409	95334	39496	8.1	4021	109500
chr_16	285_CC_UNK_RUS_F	1304791	42715	63613	75155	31173	8.9	3224	87977
chr_16	381_CO_PLW_RUS_F	1309041	61874	81814	101668	42020	11.3	5644	46367
chr_16	304_CC_UNK_RUS_F	1345745	39866	81952	86294	35524	11.3	4401	31533
chr_16	362_CO_PLW_RUS_F	1314014	61552	85454	104114	42892	12.6	5941	38076
chr_16	328_CC_SCC_RUS_F	1350803	40662	77385	83486	34561	12.2	3874	30246
chr_16	317_CO_SCC_RUS_F	1310905	61236	83870	102484	42622	12.2	5347	43085
chr_16	295_CC_UNK_RUS_F	1337837	46462	59590	75269	30783	10.2	3143	55207
chr_16	277_CC_UNK_RUS_F	1348702	44442	67151	78834	32759	12.0	3365	38801
chr_16	376_CO_PLW_RUS_F	1309733	63294	78635	100486	41443	11.5	5956	47434
chr_16	286_CC_UNK_RUS_F	1350139	43515	67772	79004	32283	11.1	3744	37670
chr_16	252_CC_SRT_RUS_F	1358036	41419	75668	82814	34273	12.6	3610	23973
chr_16	291_CC_UNK_RUS_F	1358850	45899	65613	78807	32705	12.5	3290	28734
chr_16	294_CC_UNK_RUS_F	1363518	44524	67856	79448	32932	13.5	3429	23198
chr_16	276_CC_UNK_RUS_F	1352289	43010	69145	79416	32739	13.5	3358	34652
chr_16	436_CC_UNK_ROM_F	450738	10241	25799	26706	9334	2.9	2379	1012318
chr_16	439_CC_UNK_RUS_F	594925	14270	35017	36410	12877	3.4	3185	854884
chr_16	441_CC_UNK_RUS_F	465866	10646	25876	27090	9432	2.9	2440	996708
chr_16	443_CC_UNK_RUS_F	543159	12975	31894	32949	11920	3.2	2595	911068
chr_16	440_CC_UNK_RUS_F	662279	16724	41282	42981	15025	3.6	3395	778811
chr_16	445_CC_UNK_TOG_F	679233	16326	39876	41680	14522	3.7	3638	763661
chr_16	431_CC_UNK_EST_F	827604	20143	49957	51878	18222	4.3	4320	601392
chr_16	433_CC_UNK_CHN_F	760123	20746	38510	43665	15591	4.0	3770	679717
chr_16	434_CC_UNK_UKR_F	760398	19259	43775	46092	16942	4.0	3415	675664
chr_16	414_CC_GRW_HUN_F	1311397	38822	79310	83777	34355	10.9	3511	69567
chr_16	412_CC_GRW_HUN_F	1312987	38769	79716	83979	34506	11.6	3314	67624
chr_16	410_CC_GRW_HUN_F	1333128	39494	80165	84568	35091	13.8	3952	46309
chr_16	411_CC_GRW_HUN_F	1109393	30784	66207	69313	27678	6.4	2780	292712
chr_16	413_CC_GRW_HUN_F	1086515	31075	61747	66168	26654	6.5	2232	319759
chr_16	416_CC_GRW_HUN_F	1298732	38184	78444	82911	33717	14.2	3755	83736
chr_16	401_CO_SCC_RUS_F	1099984	48571	68663	83217	34017	7.0	4390	281878
chr_16	415_CC_GRW_HUN_F	1299963	38231	78074	82452	33853	12.3	3250	82828
chr_16	301_CC_UNK_RUS_F	1211494	35596	64743	71130	29209	7.1	2816	187263
chr_16	400_CO_SCC_RUS_F	1242402	56774	76449	94357	38866	8.3	4570	123471
chr_16	330_CO_SCC_RUS_F	1314020	61476	82724	101865	42335	12.3	5208	40876
chr_16	310_CO_ACW_RUS_F	1315329	60703	85300	103131	42872	12.6	4699	37764
chr_16	119_CC_UNK_ENG_F	1329673	39638	79838	84750	34726	9.9	4437	49947
chr_16	357_CO_YBW_RUS_F	1314320	61445	83027	102341	42131	12.3	5710	40304
chr_16	382_CO_PLW_RUS_F	1304874	60760	84106	102434	42432	12.2	5690	49356
chr_16	387_CP_MBW_RUS_F	1237499	118581	41812	114486	45907	12.0	68586	101204
chr_16	327_CO_SCC_RUS_F	1317753	61767	82235	101875	42127	12.2	5184	37341
chr_17	437_CC_UNK_MAC_F	530876	12653	29655	31543	10765	3.3	2735	790372
chr_17	442_CC_UNK_RUS_F	609782	14151	33787	35858	12080	3.6	3300	705836
chr_17	435_CC_UNK_UKR_F	656465	16491	34965	37714	13742	3.8	2668	655635
chr_17	432_CC_UNK_IRA_F	668917	16006	37420	39521	13905	3.9	3307	641213
chr_17	438_CC_UNK_RUS_F	702781	18325	36223	40928	13620	4.0	3726	606227
chr_17	444_CC_UNK_MON_F	688727	16172	39839	41574	14437	4.0	3668	618818
chr_17	423_CC_GRW_HUN_F	1160742	32329	67476	71110	28695	9.5	3300	103009
chr_17	419_CC_GRW_HUN_F	1186065	33216	68127	72087	29256	10.5	2966	76148
chr_17	427_CC_GRW_HUN_F	1008990	28781	57034	61689	24126	7.7	2672	268751
chr_17	420_CC_GRW_HUN_F	976337	26597	54711	58173	23135	6.3	2677	305911
chr_17	418_CC_GRW_HUN_F	980506	27051	52531	56870	22712	6.1	2136	303468
chr_17	422_CC_GRW_HUN_F	950649	27555	50965	56241	22279	5.6	2339	334387
chr_17	429_CC_GRW_HUN_F	1041485	29235	58743	62926	25052	7.9	1751	234093
chr_17	421_CC_GRW_HUN_F	917968	25143	49579	53528	21194	6.0	1467	370866
chr_17	424_CC_GRW_HUN_F	1006839	28323	56027	60377	23973	6.5	2535	272367
chr_17	417_CC_GRW_HUN_F	1029160	27855	57484	60951	24388	6.8	1990	249057
chr_17	428_CC_GRW_HUN_F	1072003	30035	59327	63849	25513	7.1	1330	202191
chr_17	430_CC_GRW_HUN_F	1126454	31434	63359	67591	27202	8.6	2998	142309
chr_17	426_CC_GRW_HUN_F	1166440	32839	66200	70603	28436	10.7	3054	98077
chr_17	393_CC_UNK_RUS_F	863562	28677	34305	45137	17845	4.8	1570	437012
chr_17	370_CO_PLW_RUS_F	1013885	47041	62423	77561	31903	6.8	4089	240207
chr_17	379_CO_PLW_RUS_F	1135682	54624	69794	88201	36217	8.7	5146	103456
chr_17	120_CC_UNK_ENG_F	1151876	31659	65307	68945	28021	8.0	3877	114714
chr_17	380_CO_PLW_RUS_F	1147998	55218	71007	89314	36911	9.1	5181	89333
chr_17	283_CC_UNK_RUS_F	1209169	37805	59654	69391	28068	10.3	3268	56928
chr_17	311_CO_ACW_RUS_F	1139491	53753	70575	88147	36181	8.1	4308	99737
chr_17	285_CC_UNK_RUS_F	1192244	36462	58167	67269	27360	9.1	3055	76683
chr_17	381_CO_PLW_RUS_F	1192068	57542	76031	94489	39084	11.5	5627	37915
chr_17	304_CC_UNK_RUS_F	1229587	34414	71799	75394	30819	11.5	4116	27756
chr_17	362_CO_PLW_RUS_F	1198918	58929	76090	95712	39307	12.8	5405	29619
chr_17	328_CC_SCC_RUS_F	1230048	35893	67418	73272	30039	12.2	3253	30197
chr_17	317_CO_SCC_RUS_F	1198412	57980	75827	94589	39218	12.4	5034	31337
chr_17	295_CC_UNK_RUS_F	1213527	38881	58434	69236	28079	10.1	2862	52714
chr_17	277_CC_UNK_RUS_F	1235628	39898	58114	69771	28241	12.6	2975	29916
chr_17	376_CO_PLW_RUS_F	1189791	59562	71261	92672	38151	11.3	5597	42942
chr_17	286_CC_UNK_RUS_F	1227391	37608	61879	70938	28549	11.0	3290	36678
chr_17	252_CC_SRT_RUS_F	1237630	35759	68141	73771	30129	12.7	3158	22026
chr_17	291_CC_UNK_RUS_F	1237088	39670	59778	70684	28764	12.3	2903	27020
chr_17	294_CC_UNK_RUS_F	1239098	38750	60771	70644	28877	13.2	2958	24937
chr_17	276_CC_UNK_RUS_F	1236856	39743	60171	70906	29008	13.8	2922	26786
chr_17	436_CC_UNK_ROM_F	423309	9421	23264	24334	8351	2.9	2299	907562
chr_17	439_CC_UNK_RUS_F	555041	12675	30788	32376	11087	3.4	2926	765052
chr_17	441_CC_UNK_RUS_F	430428	9388	23868	24924	8332	2.9	2354	899872
chr_17	443_CC_UNK_RUS_F	511293	11781	28651	29819	10613	3.2	2334	811831
chr_17	440_CC_UNK_RUS_F	619598	14192	35414	36849	12757	3.7	3330	694352
chr_17	445_CC_UNK_TOG_F	629497	14715	36284	37966	13033	3.7	3401	683060
chr_17	431_CC_UNK_EST_F	774683	18410	46102	47924	16588	4.4	3960	524361
chr_17	433_CC_UNK_CHN_F	700869	18671	34935	39764	13842	4.0	3418	609081
chr_17	434_CC_UNK_UKR_F	696555	16927	39061	41179	14809	4.0	3162	611013
chr_17	414_CC_GRW_HUN_F	1196098	33726	68242	72492	29476	11.1	2136	65490
chr_17	412_CC_GRW_HUN_F	1199916	34144	68519	72985	29678	12.6	1347	60977
chr_17	410_CC_GRW_HUN_F	1213958	35648	68958	74347	30259	15.1	2537	44992
chr_17	411_CC_GRW_HUN_F	1028158	28320	58272	61922	24670	6.9	2730	248806
chr_17	413_CC_GRW_HUN_F	1008352	28252	56210	60435	24027	6.8	2478	270742
chr_17	416_CC_GRW_HUN_F	1187718	35287	65897	72009	29175	14.5	3499	74654
chr_17	401_CO_SCC_RUS_F	972979	45153	59333	74378	30108	6.6	3805	286091
chr_17	415_CC_GRW_HUN_F	1182117	33748	68905	73094	29559	12.4	3034	78786
chr_17	301_CC_UNK_RUS_F	1122207	31274	57856	63291	25839	7.5	2558	152219
chr_17	400_CO_SCC_RUS_F	1126915	53277	69232	87039	35470	8.2	4157	114132
chr_17	330_CO_SCC_RUS_F	1196803	58209	74800	93910	39099	12.3	4836	33744
chr_17	310_CO_ACW_RUS_F	1198411	57414	75758	94251	38921	12.7	4973	31973
chr_17	119_CC_UNK_ENG_F	1213661	33969	70368	74004	30333	10.0	4221	45558
chr_17	357_CO_YBW_RUS_F	1197254	57619	76243	94728	39134	12.5	5295	32440
chr_17	382_CO_PLW_RUS_F	1192950	57376	76322	94637	39061	12.5	5237	36908
chr_17	387_CP_MBW_RUS_F	1134271	110398	37528	105086	42840	12.3	64021	81359
chr_17	327_CO_SCC_RUS_F	1199866	58598	74127	94064	38661	12.4	4992	30965
chr_18	437_CC_UNK_MAC_F	455856	11502	25731	27424	9809	3.3	2215	677129
chr_18	442_CC_UNK_RUS_F	524398	12190	29614	31092	10712	3.6	2798	604016
chr_18	435_CC_UNK_UKR_F	564208	14981	30359	33315	12025	3.8	2191	560670
chr_18	432_CC_UNK_IRA_F	574594	14202	32809	34610	12401	3.9	2891	548613
chr_18	438_CC_UNK_RUS_F	606959	16015	33239	36519	12735	4.0	3016	514005
chr_18	444_CC_UNK_MON_F	597253	13636	34671	35978	12329	4.0	3051	524658
chr_18	423_CC_GRW_HUN_F	998644	28511	57750	61328	24933	9.8	3104	85313
chr_18	419_CC_GRW_HUN_F	1006290	28007	57933	61171	24769	9.6	2500	77988
chr_18	427_CC_GRW_HUN_F	877532	25498	49491	53775	21214	7.9	2205	217697
chr_18	420_CC_GRW_HUN_F	836467	22980	48036	50828	20188	6.1	1980	262735
chr_18	418_CC_GRW_HUN_F	828112	22326	46294	49045	19575	5.8	1981	273486
chr_18	422_CC_GRW_HUN_F	817151	22809	44871	48497	19183	5.6	1907	285387
chr_18	429_CC_GRW_HUN_F	901875	24885	51802	54880	21807	8.1	2190	191656
chr_18	421_CC_GRW_HUN_F	758334	21128	42574	45525	18177	5.4	1373	348182
chr_18	424_CC_GRW_HUN_F	868034	23633	49015	52017	20631	6.5	1846	229536
chr_18	417_CC_GRW_HUN_F	878438	24178	48983	52269	20892	6.7	1951	218619
chr_18	428_CC_GRW_HUN_F	915497	25839	51932	55250	22521	7.1	1941	176950
chr_18	430_CC_GRW_HUN_F	958250	28100	54292	58695	23697	8.5	2192	129576
chr_18	426_CC_GRW_HUN_F	998833	28180	57528	61018	24690	10.6	2617	85677
chr_18	393_CC_UNK_RUS_F	749963	22994	36450	42397	17047	4.9	1487	360811
chr_18	370_CO_PLW_RUS_F	870355	39999	56786	68408	28377	6.9	3928	203078
chr_18	379_CO_PLW_RUS_F	966746	46574	62015	77113	31476	8.6	4271	94883
chr_18	120_CC_UNK_ENG_F	979527	29179	56029	60660	24548	7.9	3052	105483
chr_18	380_CO_PLW_RUS_F	978492	47421	62204	77686	31939	9.0	4337	82101
chr_18	283_CC_UNK_RUS_F	1034741	33402	50337	59617	24122	10.2	2538	51738
chr_18	311_CO_ACW_RUS_F	981649	46708	62552	77434	31826	8.4	3649	79309
chr_18	285_CC_UNK_RUS_F	1016918	31759	50987	58734	24012	9.1	2409	70554
chr_18	381_CO_PLW_RUS_F	1018464	50173	66193	82481	33885	11.6	4496	35388
chr_18	304_CC_UNK_RUS_F	1049390	30514	62828	66289	27053	11.3	3139	27486
chr_18	362_CO_PLW_RUS_F	1023427	50374	67472	83423	34423	13.0	5137	28945
chr_18	328_CC_SCC_RUS_F	1051686	31551	59110	64137	26524	12.2	2683	27871
chr_18	317_CO_SCC_RUS_F	1024532	50496	66125	82507	34114	12.5	4380	29065
chr_18	295_CC_UNK_RUS_F	1044550	37653	44736	58709	23680	10.5	2245	43279
chr_18	277_CC_UNK_RUS_F	1050130	34682	50644	60583	24743	11.8	2282	34762
chr_18	376_CO_PLW_RUS_F	1018295	51876	62422	80963	33335	11.6	4626	37625
chr_18	286_CC_UNK_RUS_F	1052089	35004	51144	61164	24984	11.2	2711	31981
chr_18	252_CC_SRT_RUS_F	1059504	32129	57692	63561	26260	12.5	2483	20893
chr_18	291_CC_UNK_RUS_F	1059528	35854	51110	61830	25134	12.5	2195	23726
chr_18	294_CC_UNK_RUS_F	1060991	35663	51692	62045	25310	13.8	2208	21872
chr_18	276_CC_UNK_RUS_F	1059090	36091	51679	62179	25591	14.4	2590	23358
chr_18	436_CC_UNK_ROM_F	367490	8244	20872	21701	7415	2.9	1950	773612
chr_18	439_CC_UNK_RUS_F	482822	11101	27449	28773	9777	3.4	2558	648846
chr_18	441_CC_UNK_RUS_F	371043	8209	20864	21726	7347	2.9	2031	770102
chr_18	443_CC_UNK_RUS_F	441521	10841	24414	25948	9307	3.3	2135	693442
chr_18	440_CC_UNK_RUS_F	533647	13482	29585	32076	10991	3.7	2697	593504
chr_18	445_CC_UNK_TOG_F	541789	13117	32011	33539	11589	3.7	2878	583301
chr_18	431_CC_UNK_EST_F	674349	16871	40300	42439	14732	4.4	3446	438698
chr_18	433_CC_UNK_CHN_F	603909	16589	30599	34780	12408	4.0	2926	519121
chr_18	434_CC_UNK_UKR_F	591789	14738	34311	36002	13047	4.0	2532	529380
chr_18	414_CC_GRW_HUN_F	1020618	30855	59676	64270	26261	11.1	2956	59069
chr_18	412_CC_GRW_HUN_F	1026001	30431	59395	63843	25983	12.0	3139	54391
chr_18	410_CC_GRW_HUN_F	1037639	31285	60850	65475	26660	14.4	3010	40444
chr_18	411_CC_GRW_HUN_F	874066	23665	51813	54065	21413	6.6	2118	220674
chr_18	413_CC_GRW_HUN_F	861318	24561	48564	52251	20874	6.6	1894	235775
chr_18	416_CC_GRW_HUN_F	1016100	29483	59846	63446	25883	14.5	2725	64789
chr_18	401_CO_SCC_RUS_F	838874	38802	54084	66039	26847	6.7	3399	238458
chr_18	415_CC_GRW_HUN_F	1014324	30129	57710	62366	25473	12.3	2445	68055
chr_18	301_CC_UNK_RUS_F	947608	28818	48663	54907	22574	7.3	2123	145129
chr_18	400_CO_SCC_RUS_F	964533	46420	60897	76371	30946	8.3	3219	98368
chr_18	330_CO_SCC_RUS_F	1020057	50434	65762	81973	34223	12.0	3728	33965
chr_18	310_CO_ACW_RUS_F	1021492	50222	66147	82191	34178	12.2	4257	32357
chr_18	119_CC_UNK_ENG_F	1037448	30457	60852	64825	26484	9.9	3429	41461
chr_18	357_CO_YBW_RUS_F	1023909	50191	66255	82267	34179	12.9	4515	29863
chr_18	382_CO_PLW_RUS_F	1020362	50019	67041	82870	34190	13.1	4841	32796
chr_18	387_CP_MBW_RUS_F	963776	96094	32784	92247	36631	12.3	54772	77564
chr_18	327_CO_SCC_RUS_F	1023799	50713	65950	82557	34106	12.4	4337	29756
chr_19	437_CC_UNK_MAC_F	447692	10924	26067	27833	9158	3.3	2369	663670
chr_19	442_CC_UNK_RUS_F	523373	12395	31236	32998	10633	3.7	2918	581349
chr_19	435_CC_UNK_UKR_F	548164	14523	30640	33483	11680	3.8	2333	555026
chr_19	432_CC_UNK_IRA_F	570126	14160	32802	35058	11904	3.9	2891	531265
chr_19	438_CC_UNK_RUS_F	602705	15085	36331	38763	12653	4.1	3289	494232
chr_19	444_CC_UNK_MON_F	591610	14504	35462	37543	12423	4.0	3249	506777
chr_19	423_CC_GRW_HUN_F	985294	28343	59893	63996	24240	10.2	2392	74823
chr_19	419_CC_GRW_HUN_F	979309	28079	59518	63479	24118	9.1	2211	81447
chr_19	427_CC_GRW_HUN_F	890407	26337	53346	58002	21681	8.3	2658	178263
chr_19	420_CC_GRW_HUN_F	840336	25207	47852	53076	19983	6.3	1910	234958
chr_19	418_CC_GRW_HUN_F	817906	23470	46740	50990	19220	5.8	2082	260237
chr_19	422_CC_GRW_HUN_F	836471	25492	43793	50366	18919	5.9	1811	242597
chr_19	429_CC_GRW_HUN_F	913109	26512	53476	58031	21957	8.5	2007	155256
